,tweets,id,date,source,likes,retweets
18,"Coronaviruses are named for the crown-like spikes on the surface of the viruses. Human coronaviruses were first identified in the mid-1960s. The 2019 novel coronavirus (#2019nCoV) is a new virus never before seen in people. To learn about 2019-nCoV, visit https://t.co/TqiKAW9nRW https://t.co/hf4pUvjuyH",1225207047257382912,2020-02-05 23:58:17,Twitter for iPhone,0,388
19,Experts offer first US #nCoV clinical guidance https://t.co/UM8SyPTWOB #2019nCoV #CoronavirusOutbreak #Wuhan https://t.co/wvFfQEbIY0,1225207032153665536,2020-02-05 23:58:14,Twitter for Android,0,10
20,"#PrayForChina 🙏🙏🙏
#Coronavirus #wuhan 🙏🙏🙏
#nCoV_livemap

Infected: 27636
Total death: 564
Total recovered: 1124

Source: Department of Civil and Systems Engineering (CSSE) in Baltimore https://t.co/r8q2S0SdIc",1225206896925315077,2020-02-05 23:57:42,Twitter for Android,0,0
21,"If you are interested in the spread of the new Coronavirus (2019-nCoV), this continually updated map is an excellent resource. https://t.co/BEzKK756G5",1225206892034756608,2020-02-05 23:57:40,Twitter for Android,0,1
22,"2019-nCoV ARD update:

1 new case in the USA
1 new case in Australia
1 new case in the Philippines.
2 new cases in Japan
2 new cases in Malaysia
3 new cases in Hong Kong
4 new cases in Singapore
7 new cases in South Korea
3655 new cases in China

OUR DATA:
https://t.co/ZQNdFHha6w",1225206889161666560,2020-02-05 23:57:40,Twitter for iPhone,0,47
23,"@ABSCBNNews Dear vloggers and tiktok content creators, nCoV is a serious threat to global health. It isn't funny. I even saw a tiktok video where one pretends to test blood samples from an nCoV-positive patient. Stop it. Instead, make videos of WHO's proper handwashing",1225206875009896449,2020-02-05 23:57:36,Twitter for Android,0,0
24,"8 bodies in 5 minutes in in Hospital No. 3 Wuhan.
How can the deaths still be under 1k at this point?

#Wuhan #China #CoronaVirusCanada #CoronaVirus #WHO #CoronaVirusOutbreak #nCoV #2019nCoV #CDC #NovelCoronaVirus

https://t.co/MMTAEm1zb6",1225206866860531718,2020-02-05 23:57:34,Twitter for Android,0,523
25,There are NO cases of the novel coronavirus (2019-nCoV) in Hawaii and the immediate health risk is considered LOW. We are working to protect &amp; inform residents and visitors.  https://t.co/1At6Rktftt @who https://t.co/VYQj5vExHi https://t.co/Ox8tFcoiW4,1225206866579357696,2020-02-05 23:57:34,Twitter Web Client,0,9
26,BREAKING: DOH confirms third case of novel coronavirus -acute respiratory disease (2019-nCoV-ARD) in the Philippines. https://t.co/qqWT6A2iyB,1225206855418310656,2020-02-05 23:57:32,Twitter for iPhone,0,3406
27,EpiRisk is an interactive map that is being used visualize the risk of  the 2019 novel coronavirus outbreak spreading based on travel patterns.       https://t.co/IllZ37YHFM https://t.co/WX4R4N8aKs,1225206814733529088,2020-02-05 23:57:22,Twitter for Android,0,8
28,"2019-nCoV ARD update:

1 new case in the USA
1 new case in Australia
1 new case in the Philippines.
2 new cases in Japan
2 new cases in Malaysia
3 new cases in Hong Kong
4 new cases in Singapore
7 new cases in South Korea
3655 new cases in China

OUR DATA:
https://t.co/ZQNdFHha6w",1225206812842041346,2020-02-05 23:57:22,Twitter for iPhone,0,47
29,"Dear vloggers and tiktok content creators, nCoV is a serious threat to global health. It isn't funny. I even saw a tiktok video where one pretends to test blood samples from an nCoV-positive patient. Stop it. Instead, make videos of WHO's proper handwashing https://t.co/8mxzAb8k9B",1225206807502540802,2020-02-05 23:57:20,Twitter for Android,0,0
30,RT @CIDRAP: CDC sends out #nCoV test kits as Wisconsin confirms case https://t.co/8SCZN0KEMx #2019nCoV #Wuhan #CoronavirusOutbreak https://t.co/XvEyqtX9Sl,1225206797402886144,2020-02-05 23:57:18,Twitter for Android,0,9
31,"DUQUE SLAMS EPIDEMIOLOGY BUREAU OF DOH FOR ""INCOMPETENCE.""

HELLO. SINO BA ANG DOH SECRETARY?

If there's anybody who SHOULD be held responsible for the negligible PUBLIC HEALTH RESPONSE &amp; the slow identification of ppl who came in contact w/ nCov patients, IT SHOULD BE HIM.🙄 https://t.co/N1ePriEQ1K",1225206795989184513,2020-02-05 23:57:18,Twitter for Android,0,168
32,FIGHT THE VIRUS NCOV 2020 https://t.co/qXgAmsfhIJ via @YouTube,1225206772505481218,2020-02-05 23:57:12,Twitter Web Client,0,0
33,"Hong Kong: 21 (previously included in China numbers)
Taiwan: 11 (⬆️)
Macau: 10 (⬆️)
Nepal: 1 (-)
Cambodia: 1 (-)
Sri Lanka: 1 (-)

---⬇️---

(+/- vs last update)",1225206758983000065,2020-02-05 23:57:09,Twitter Web App,6,3
34,"Three airports, namely Van Don, Phu Cat, Can Tho, were designated for flights evacuating 🇻🇳citizens from #nCoV-affected regions in China 
https://t.co/MLi0O8t9J8 https://t.co/7vS9E9Fmbo",1225206757170925568,2020-02-05 23:57:08,Twitter for Android,0,9
35,"@SyLicoNgaAko @BoycottHegemony @Chip2chip2 @liampclancy1 @FDPascual @Yvonne95072410 @MyRizalPH @kevinleversee @EggTarTisYummy @Andre07132000 @NoelFAquino1 @DOHgov Ten more people have been confirmed as having contracted the #nCoV #coronavirus on a cruise ship docked in Yokohama, Japan. This brings the total to 20 passengers who have contracted the virus.
https://t.co/i4q3sI4NbG https://t.co/YxuCNxglhy",1225206755099058182,2020-02-05 23:57:08,Twitter Web App,0,4
36,"""Such strong measures as #quarantine of key areas are still the most effective means to contain the epidemic.""

—Chen Dongxiao, President at the Shanghai Institute for International Studies 

https://t.co/B7LwuLg4hx",1225206733552799747,2020-02-05 23:57:03,Twitter Web App,0,217
37,"https://t.co/sxhmH7BEgA
Update January 31: Modeling the Spreading Risk of 2019-nCoV
Figure 4. Map of highest risk U.S. cities based on likelihood of 2019-nCoV arriving travelers
Figure 5. Map of the airports at highest risk of 2019-nCoV arriving travelers outside mainland China. https://t.co/2ThVyiFhwn",1225206722391945216,2020-02-05 23:57:00,Twitter for iPhone,0,18
38,ISOVAC’s ORCA system is specifically designed to extract contaminated individuals without cross-contaminating transport vehicles and/or first responders. @JAPANCOASTGUIDE #2019_nCov #coronavirus https://t.co/bzHqgQc0c2 https://t.co/9cMw9PC4C0,1225206674673340416,2020-02-05 23:56:49,Twitter for iPhone,0,0
39,Bill &amp; Melinda #Gates Foundation today announced that it will immediately commit up to $100 million for the global response to the 2019 novel #coronavirus (2019-nCoV). https://t.co/StsTxKdcXn,1225206672324538373,2020-02-05 23:56:48,Twitter Web App,0,0
40,"@jonahkirabo @EddiePages and nervous system disease.”

In conclusion, the authors of the research said: “Our results suggest that 2019-nCoV is more likely to infect older adult males with chronic comorbidities as a result of the weaker immune functions of these patients.”",1225206644994445313,2020-02-05 23:56:42,Twitter for Android,0,0
41,My goodness. Stop hacking into my email accounts. I think someone is trying to get into my IG accounts. You will find nothing there but makeup inquiries! Crack ncov instead! Save the world!,1225206643379458048,2020-02-05 23:56:41,Twitter for iPhone,0,101
42,"The nCoV numbers:
23,865 infected
479 dead

The model i featured in this morning's video has been suspiciously accurate for many days.

Looks like plug numbers from a CCP PR type.
23,803 and 499 https://t.co/s5As4jjRtJ",1225206639856422913,2020-02-05 23:56:40,Twitter Web App,0,74
43,"Dear all, 

We have created a dedicated URL for 2019-nCOV in Malaysia. This is the official MOH site. Get your reliable infos of 2019-nCOV cases and press statements from reliable sources. 

https://t.co/mWUifzZFc1

#coronavirus 
#2019nCoV",1225206632017059840,2020-02-05 23:56:38,Twitter for Android,0,4418
44,"2019-nCoV ARD update:

1 new case in the USA
1 new case in Australia
1 new case in the Philippines.
2 new cases in Japan
2 new cases in Malaysia
3 new cases in Hong Kong
4 new cases in Singapore
7 new cases in South Korea
3655 new cases in China

OUR DATA:
https://t.co/ZQNdFHha6w",1225206585628037120,2020-02-05 23:56:27,Twitter for iPhone,0,47
45,"2/4 #coronavirus

Another case of sudden coma or death on the street of Hong Kong. 

So far what we have known about 19-nCov:

- it is a lab made virus
- with 4 inserted HIV gene
- many sudden deaths 
- no obvious symptoms 
- possible release from CCP！

Location: Wengui St HK https://t.co/KmjukTpQcj",1225206581144571906,2020-02-05 23:56:26,Twitter for Android,0,710
46,"@SyLicoNgaAko @BoycottHegemony @Chip2chip2 @liampclancy1 @FDPascual @Yvonne95072410 @MyRizalPH @kevinleversee @EggTarTisYummy @Andre07132000 @NoelFAquino1 @DOHgov Ten more people have been confirmed as having contracted the #nCoV #coronavirus on a cruise ship docked in Yokohama, Japan. This brings the total to 20 passengers who have contracted the virus.
https://t.co/i4q3sI4NbG https://t.co/YxuCNxglhy",1225206554007224322,2020-02-05 23:56:20,Twitter for Android,6,4
47,"Coronaviruses are named for the crown-like spikes on the surface of the viruses. Human coronaviruses were first identified in the mid-1960s. The 2019 novel coronavirus (#2019nCoV) is a new virus never before seen in people. To learn about 2019-nCoV, visit https://t.co/TqiKAW9nRW https://t.co/hf4pUvjuyH",1225206534558253057,2020-02-05 23:56:15,Twitter for Android,0,388
48,"@SyLicoNgaAko @BoycottHegemony @Chip2chip2 @liampclancy1 @FDPascual @Yvonne95072410 @MyRizalPH @kevinleversee @EggTarTisYummy @Andre07132000 @NoelFAquino1 @DOHgov Inside the #nCoV #coronavirus #WuhanOutbreak 
https://t.co/hsGZ6ueU2F",1225206525829844993,2020-02-05 23:56:13,Twitter for Android,0,3
49,"Congratulations to @CDCgov and @US_FDA for the quick development &amp; swift #EUA of a new test for #2019_nCoV. Thanks to @WIRED for the opp to talk about #diagnostic development in #outbreak situations.
#coronavirus https://t.co/SwV7DUrdnN",1225206518808596480,2020-02-05 23:56:11,Twitter Web App,0,14
50,@DZMMTeleRadyo It's about time we call it NCOV ARD or CORONAVIRUS rather than long name like 2019 NOVEL CORONAVIRUS ACUTE RESPIRATORY DISEASE,1225206495941251072,2020-02-05 23:56:06,Twitter for Android,0,0
51,H1N1 virus was not called American virus but now Ncov virus is being called China virus.  Why is bias so great???? https://t.co/ltzbrmVZuA,1225206491688226816,2020-02-05 23:56:05,Twitter for iPhone,0,56
52,"2019-nCoV ARD update:

1 new case in the USA
1 new case in Australia
1 new case in the Philippines.
2 new cases in Japan
2 new cases in Malaysia
3 new cases in Hong Kong
4 new cases in Singapore
7 new cases in South Korea
3655 new cases in China

OUR DATA:
https://t.co/ZQNdFHha6w",1225206463829815296,2020-02-05 23:55:58,Twitter for iPhone,0,47
53,"""How better can we be reminded of the 'accomplishments' of the past regime than with a convenient acronym that is all over the news these days: nCoV!!! ?""",1225206460067434496,2020-02-05 23:55:57,Twitter for iPhone,0,4
54,"FEBRUARY:
-2019 nCoV case in PH
-Pandacan Fire
-Baseco Fire
-Davao Occidental ASF Outbreak
-Mayon Crater Glow",1225206456443494400,2020-02-05 23:55:57,Twitter for Android,0,199
55,"Coronaviruses are named for the crown-like spikes on the surface of the viruses. Human coronaviruses were first identified in the mid-1960s. The 2019 novel coronavirus (#2019nCoV) is a new virus never before seen in people. To learn about 2019-nCoV, visit https://t.co/TqiKAW9nRW https://t.co/hf4pUvjuyH",1225206380249985026,2020-02-05 23:55:38,Twitter for iPhone,0,388
56,"Artificialintelligence finds drug that could fight Wuhan #coronavirus
The hunt for #treatments for 2019-nCoV is moving quickly but the consequences of reporting possibly helpful drugs are unclear #PrecisionMedicine #AI #drugdiscovery #drugrepositioning  https://t.co/qhFIE9kNPS",1225206317901438976,2020-02-05 23:55:24,Twitter Web App,0,2
57,"A brief glimpse at what is going on at ground zero. &gt; 
Voices of #coronavirus patients: 'Wherever we go, no one cares'
https://t.co/xhBYjI9fsC

#nCov",1225206277636182016,2020-02-05 23:55:14,Twitter for iPhone,1,0
58,Two hundred three co-passengers of the two Chinese nationals who first tested positive for the 2019-nCoV have been contacted by the DOH. | @KAguilarINQ https://t.co/WpINuB2d7i,1225206233071644672,2020-02-05 23:55:03,Twitter for iPhone,0,10
59,"4/

&lt;Reference&gt;

「Early Transmission Dynamics in Wuhan, China, of Novel Coronavirus–Infected Pneumonia」

「Novel coronavirus 2019-nCoV: early estimation of epidemiological parameters and epidemic predictions」

「Nowcasting and forecasting the potential domestic and...",1225206223479263232,2020-02-05 23:55:01,Twitter for Android,0,10
60,@2019_nCoV_stats @BNODesk Looks like 2:1 now and will prob increase 🤔,1225206211991232512,2020-02-05 23:54:58,Twitter for iPhone,0,0
61,"Accdg to DOH resource person, they haven’t raised the code alert of the country bcos there is no local transmission of the virus. We’re now on our 3rd positive nCoV case. We’re releasing billions of pesos for procurement of supplies. There’s a public shortage of masks. No alert.",1225206191342534656,2020-02-05 23:54:53,Twitter for iPhone,0,85
62,"Even after recovery, patients can test positive for #Coronavirus and possibly keep shedding it.

Transmission of 2019-nCoV Infection from an Asymptomatic Contact in Germany

https://t.co/IWNdVndMR9",1225206160954818560,2020-02-05 23:54:46,Twitter Web App,0,15
63,"Symptoms - 2019 Novel Coronavirus (2019-nCoV)
CDC - Center for Disease Control and Prevention
Fever, cough, shortness of breathe. Symptoms may appear 2-14 days after exposure.
#CoronaVirus #2019nCoV #nCoV #CoronaVirusOutbreak #nCoV2019
https://t.co/7BqKQAZFyE https://t.co/YjCtMx66ZJ",1225206128499417090,2020-02-05 23:54:38,Twitter Web App,0,1
64,"In Wuhan, 20 patients of 2019-nCoV were discharged from Jinyintan hospital. Among which, the eldest is 64, the youngest is 15. I wish them good health! https://t.co/DFkIUVwgVd",1225206112858857473,2020-02-05 23:54:35,Twitter for Android,0,500
65,"ASIA UPDATE 6/2/2020🌏:

There now are 28,219 confirmed cases of #coronavirus in Asia.

🆕⚠️🆕

China: 28,018 (+3,656)
Japan: 45 (+12)
Singapore: 28 (+4)
Thailand: 25 (-)
South Korea: 23 (+5)
Malaysia: 12 (+2)
Vietnam: 10 (-)
UAE: 5 (-)
India: 3 (-)
Philippines: 3 (+1)

(1/2) https://t.co/S42plWZ1X5",1225206086845845505,2020-02-05 23:54:28,Twitter Web App,43,28
66,"Seeing lots of messages like this all over social media. 

Is Canada the hotspot for Pandemic tourism? 

Chinese citizens who have contracted the #2019_nCov rather take a chance an fly here rather than be quarantined in own country.   

This is extremely troubling! 

#coronavirus https://t.co/zuF4jxxA4h",1225206063818924032,2020-02-05 23:54:23,Twitter Web App,0,124
67,My goodness. Stop hacking into my email accounts. I think someone is trying to get into my IG accounts. You will find nothing there but makeup inquiries! Crack ncov instead! Save the world!,1225206046651629574,2020-02-05 23:54:19,Twitter for Android,0,101
68,Experts offer first US #nCoV clinical guidance https://t.co/UM8SyPTWOB #2019nCoV #CoronavirusOutbreak #Wuhan https://t.co/wvFfQEbIY0,1225206024979660801,2020-02-05 23:54:14,Twitter for iPhone,0,10
69,THREAD: Follow this thread for global updates on the novel coronavirus or 2019-nCoV https://t.co/sDo55hwVGt https://t.co/V8fLHqcxOd,1225205971544264704,2020-02-05 23:54:01,Twitter for Android,0,58
70,"A graph comparing the new #coronavirusec [nCoV], with the SARS virus in 2003.

🔴 #CoronaVirus reached in just 11 days the destruction of the #SARS virus in 2 months. https://t.co/sOHqvyiRy8",1225205965114544128,2020-02-05 23:53:59,Flamingo for Android,0,190
71,"🔴UPDATE🔴

.@WHO Daily situation report No.1️⃣5️⃣ for Novel #coronavirus (2019-nCoV)

➡️ https://t.co/iuxIDtoYJl https://t.co/CjbvqpOnAO",1225205959905153026,2020-02-05 23:53:58,Twitter for iPhone,0,68
72,"In line to that, I've heard that the NSPC was cancelled due to the ncov outbreak.  I've been seeing posts na wala pang action ang NSPC organizers and even DepEd regarding sa cancelled flights ng mga galing pa malalayong lugar. https://t.co/5mFLGXwRuq",1225205959112323079,2020-02-05 23:53:58,Twitter for Android,0,0
73,"Is this nCoV 2019 corona virus a man made manufactured virus -- not a natural mutation? Questions need answers.
Overflowing Hospitals, Medical Shortages, Tragic Deaths in Virus-Stricken Wuhan https://t.co/55h7Z8JFAB via @epochtimes",1225205941878054912,2020-02-05 23:53:54,Twitter Web App,4,0
74,"Lastest 
#2019nCoV #coronavirus Wuhan 2019-nCoV☠️

Current numbers below
Hong Kong airline asked 27,000 employees take three weeks unpaid leave to lessen the economic impact from coronavirus that has engulfed mainland China.

M🇺🇸

@7NewsWatertown-CNN🤡 that WHS won't reply too. https://t.co/BtrC0hMClz",1225205930280837120,2020-02-05 23:53:51,Twitter for iPhone,0,3
75,Hong Kong’s medical professionals were labeled as “deserter” by ProBeijing camp(eg “Bald Lau Sir”of HK Police) for organizing a strike to demand border control on Mainland China to prevent the spread of 2019 nCov. See how far away HK Police stood compared to so called “deserters” https://t.co/XZk1WZhZ05,1225205901264482304,2020-02-05 23:53:44,Twitter for Android,0,1276
76,"""Yet, nearly 20 years after the SARS outbreak revealed how under-prepared the world is to effectively respond to outbreaks of high consequence pathogens, @WHO estimates 70% of countries remain unprepared to meet the threat today."" - @KrutikaKuppalli 
https://t.co/bEvJKahWEI",1225205891315585024,2020-02-05 23:53:42,Twitter for Android,0,13
77,How to make an immediate positive impact with #philanthropy! @gatesfoundation takes a leadership position in battling #coronavirus (2019-nCoV) https://t.co/ZRvdY2OKNk,1225205879919796224,2020-02-05 23:53:39,Hootsuite Inc.,0,2
78,Hong Kong’s medical professionals were labeled as “deserter” by ProBeijing camp(eg “Bald Lau Sir”of HK Police) for organizing a strike to demand border control on Mainland China to prevent the spread of 2019 nCov. See how far away HK Police stood compared to so called “deserters” https://t.co/XZk1WZhZ05,1225205861041098755,2020-02-05 23:53:35,Twitter for Android,0,1276
79,@stellaspills @chickee34781038 @JamieAustinYT Ok it’s called 2019-nCoV,1225205840979718144,2020-02-05 23:53:30,Twitter for iPhone,2,0
80,"‼️ New post for @SciSpeaksBlog - co-authored by @uwdgh Chair Judith Wasserheit &amp; @IDSAInfo Global Health Committee Vice-Chair @KrutikaKuppalli - highlights need to strengthen #globalhealth security, especially in light of the #coronavirus outbreak. https://t.co/ZFB3eLj660",1225205826958372864,2020-02-05 23:53:27,publichealthaggregator,0,1
81,"@Doctor_Guru There are deaths in other areas of China. See the breakdown in the link below. Numbers just updated by John Hopkins 2/5/2020 3:32PM PDT:
#Coronavirus #2019-nCoV:
Total Confirmed 27,619
Total Deaths 564
Total Recovered: 1124
https://t.co/VAsCbCkK6i",1225205825318219776,2020-02-05 23:53:26,Twitter Web App,2,0
82,"‼️ New post for @SciSpeaksBlog - co-authored by @uwdgh Chair Judith Wasserheit &amp; @IDSAInfo Global Health Committee Vice-Chair @KrutikaKuppalli - highlights need to strengthen #globalhealth security, especially in light of the #coronavirus outbreak. https://t.co/ZFB3eLj660",1225205806087303168,2020-02-05 23:53:22,Twitter Web App,2,1
83,How to make an immediate positive impact with #philanthropy! @gatesfoundation takes a leadership position in battling #coronavirus (2019-nCoV) https://t.co/ZRvdY2OKNk,1225205803122089984,2020-02-05 23:53:21,Hootsuite Inc.,0,2
84,"Did China just try to steal https://t.co/uIvT4fevv1’s coronavirus IP? A state-run Chinese research institute has applied for a patent on the use of Gilead Sciences' experimental U.S. antiviral drug, which scientists think could provide treatment for nCoV.  https://t.co/rk18i9PiX2",1225205801721032704,2020-02-05 23:53:21,Twitter for iPhone,0,15
85,@inquirerdotnet Is this the same baby that was previously said not to be affected by the NcoV?,1225205734092132353,2020-02-05 23:53:04,Twitter for Android,0,0
86,.@GlennFr89118937  stay safe everyone. #ncov-ard https://t.co/tYmXtKUTw8,1225205715440033793,2020-02-05 23:53:00,Twitter for Android,0,0
87,@LoyaltyLobby @lufthansa @staralliance https://t.co/BYMA4WDUm3 Still convinced of flying into HKG after reading this? And this news is 3 days old. You're playing with the life of your loyal costumers just to avoid financial losses.,1225205702613815296,2020-02-05 23:52:57,Twitter for Android,1,0
88,"BREAKING NEWS. DOH confirms 3rd case of novel #coronavirus in the Philippines.

Details soon on https://t.co/pDc4McqT56. #nCoV https://t.co/8ZRD86X229",1225205675908685825,2020-02-05 23:52:51,Twitter for Android,0,787
89,"Communications @SecAndanar on Wednesday called on the public to avoid sharing unverified info about the 2019 novel coronavirus acute respiratory disease (nCoV ARD). He made the call amid the proliferation of #FakeNews about the 2019-nCov on #SocialMedia.
https://t.co/rzexGX7Jq7 https://t.co/cbbEAogofc",1225205664877670400,2020-02-05 23:52:48,Twitter Web App,2,2
90,Hong Kong’s medical professionals were labeled as “deserter” by ProBeijing camp(eg “Bald Lau Sir”of HK Police) for organizing a strike to demand border control on Mainland China to prevent the spread of 2019 nCov. See how far away HK Police stood compared to so called “deserters” https://t.co/XZk1WZhZ05,1225205664202444802,2020-02-05 23:52:48,Twitter for Android,0,1276
91,"https://t.co/Vtyf8LY59E
#Coronavirus 2019-nCoV Outbreak Case Database

@jjp666 @BeijingReview @JackPosobiec @htommy998 @CNN @CoronavirusNews @greg_shill @Secret_Beijing @CNBCJulianna @ddiamond @TostevinM",1225205647626518529,2020-02-05 23:52:44,Twitter Web Client,0,2
92,Two hundred three co-passengers of the two Chinese nationals who first tested positive for the 2019-nCoV have been contacted by the DOH. | @KAguilarINQ https://t.co/WpINuB2d7i,1225205621814939648,2020-02-05 23:52:38,Echobox Social,15,10
93,Hong Kong’s medical professionals were labeled as “deserter” by ProBeijing camp(eg “Bald Lau Sir”of HK Police) for organizing a strike to demand border control on Mainland China to prevent the spread of 2019 nCov. See how far away HK Police stood compared to so called “deserters” https://t.co/XZk1WZhZ05,1225205613921067008,2020-02-05 23:52:36,Twitter for iPhone,0,1276
94,"Everyone working in/around KLCC, there is a suspected nCoV case today, 5th February 2020. It’s still not yet confirmed but it’s best to take precautionary actions. Share this around and stay safe! https://t.co/EI6AibHKpB",1225205564801601536,2020-02-05 23:52:24,Twitter for Android,0,1200
95,"Lastest 
#2019nCoV #coronavirus Wuhan 2019-nCoV☠️

Current numbers below
Hong Kong airline asked 27,000 employees take three weeks unpaid leave to lessen the economic impact from coronavirus that has engulfed mainland China.

M🇺🇸

@7NewsWatertown-CNN🤡 that WHS won't reply too. https://t.co/BtrC0hMClz",1225205465501589504,2020-02-05 23:52:00,Twitter Web App,1,3
96,"#Japanese
#WARS
#2019-nCoV
#WuhanCoronavirus
#nCoV2019
#ProtectourselvesfromWARS
#CHINAZI #china_is_terroist HumanRights #hk #China_is_terrorist #China #XiJinping_Is_TheNewHitler https://t.co/UVBTs3S3Rd",1225205465195237377,2020-02-05 23:52:00,Twitter for iPhone,1,1
97,"2019-nCoV ARD update:

1 new case in the USA
1 new case in Australia
1 new case in the Philippines.
2 new cases in Japan
2 new cases in Malaysia
3 new cases in Hong Kong
4 new cases in Singapore
7 new cases in South Korea
3655 new cases in China

OUR DATA:
https://t.co/ZQNdFHha6w",1225205463882641408,2020-02-05 23:52:00,Twitter Web App,0,47
98,"With increasing numbers of cases outside China, but no additional deaths, our preliminary estimate of #nCoV2019 CFR decreases and becomes more precise. https://t.co/sIyvVVcixq",1225205453602246656,2020-02-05 23:51:58,Twitter for iPad,0,18
99,"30 hours after birth, a newborn in Wuhan, the #nCoV epicenter, was diagnosed with the virus, leading medical experts to conjecture the #coronavirus may vertically be transmitted between mother and baby. https://t.co/He7vmjWQri",1225205414737743872,2020-02-05 23:51:48,Twitter for iPhone,0,915
100,"[Infographics] 2019-#nCoV: 2 more Malaysians confirmed positive 

#Coronavirus https://t.co/5heWI8cufa",1225205411474636800,2020-02-05 23:51:47,Twitter for Android,0,22
101,"/3
Clearly that's just stupid.  Or profoundly ignorant.  Or intentionally misleading.  You decide.
Also, what's with using area-squares to display a time series?
Here's what happens when nCoV is compared to SARS with the time series matched up from 1st case. (from r/Wuhan_Flu) https://t.co/v1YfCu8q7x",1225205391950303232,2020-02-05 23:51:43,Twitter for iPhone,0,40
